rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
137,Sam Houston St.,WAC,19-14,99.96809920013143,224,96.88074984940152,77,0.5892239873273507,137,19,14,13,5,13-5,0.4475105319084119,0.43169562875094,0.44752631408890853,0.4475105319084119,0.43169562875094,0.44752631408890853,0.8587763912664496,0.8198575169890483,101.15789737227328,101.76402137436536,101.15789737227328,101.76402137436536,101.68460542923724,96.69728202153632,100.7685423795045,103.40683884868027,0.42623818818279247,3,-0.033712094845299356,1199.0,1112.0,1178.5625,1.0173410404624277,0.9435222994113591,0,0.7222222222222222,-7.059439622832969,174,250,64.87273858324536
138,California,P12,12-20,100.03020221677181,223,97.19497381786107,80,0.5819202882756673,138,12,20,5,15,5-15,0.6495609347209198,0.49029467103043217,0.7276171669420401,0.6495609347209198,0.49029467103043217,0.7276171669420401,0.7508149756604167,0.8629335976905814,105.63764701913674,98.83845767124029,105.63764701913674,98.83845767124029,101.71321960194992,98.2556735897856,115.64811908146588,110.73973092811737,0.6221652013053917,8,-0.04959860977872255,1228.0,1362.0,1289.4499999999998,0.952344022645314,1.0562642987320177,0,0.25,-8.803147989230935,203,282,64.12748409799067
139,Georgia Tech,ACC,12-20,100.53937911723412,213,97.78453564125601,89,0.5792036037865957,139,12,20,5,15,5-15,0.6418396855322729,0.3968149076265137,0.7771481756219917,0.6418396855322729,0.3968149076265137,0.7771481756219917,0.7342149372141047,0.879993974596882,107.10453627008174,99.57264492037635,107.10453627008174,99.57264492037635,100.73316400890596,96.66845029971881,102.74365105860073,99.49208809088894,0.59141736214094,11,-0.0475017095121284,1319.0,1462.0,1387.7875,0.950433693919278,1.0534754059969555,0,0.25,-8.328281710618494,196,279,68.10772239334122
140,Rhode Island,A10,15-16,98.16299444068503,256,95.5791193487404,49,0.5760946210725655,140,15,16,5,12,5-12,0.5227885353191042,0.4277561472944266,0.5953663167850719,0.5227885353191042,0.4277561472944266,0.5953663167850719,0.8379999970629639,0.884280720200543,103.61564189336796,101.87583267007658,103.61564189336796,101.87583267007658,95.57697643842785,94.91069842338237,95.45375480242238,92.49218857792454,0.5896342230255174,4,-0.0570307811275198,1090.0,1133.0,1164.3874999999998,0.9361144807892563,0.9730437676460801,0,0.29411764705882354,-8.497173160702971,199,292,67.18359003486094
141,UC Santa Barbara,BW,17-11,104.26878433142446,139,101.68647241434985,165,0.5716029435616041,141,17,11,9,6,9-6,0.35213024879102217,0.27931797168712075,0.3851666548986769,0.35213024879102217,0.27931797168712075,0.3851666548986769,0.9012530014739408,0.8791465105119175,98.93002498655505,104.15327185520398,98.93002498655505,104.15327185520398,104.58302844562844,100.75647021516383,101.83272259615055,109.83915856396538,0.2951743026450982,2,-0.08151341013748181,1079.0,984.0,1008.6875,1.0697069211227461,0.9755251254724581,0,0.6,-6.837868446928522,170,325,65.46468483994126
142,Seattle,WAC,23-9,98.720151905319,248,96.30507881479447,63,0.570730571136109,142,23,9,14,4,14-4,0.38642141536721347,0.3016561860545707,0.4337255777629946,0.38642141536721347,0.3016561860545707,0.4337255777629946,0.8904304002750794,0.9070931594665222,100.04215343904876,104.46041907776734,100.04215343904876,104.46041907776734,99.42257296239167,96.05536665173506,106.26368367243126,110.68554564887125,0.3848881788374017,1,0.05603363888696522,1327.0,1208.0,1315.1000000000001,1.0090487415405671,0.9185613261348946,0,0.7777777777777778,-3.626958604248392,110,61,70.40609209071741
143,Drexel,CAA,15-14,103.95270882447588,146,101.52774236013747,155,0.5674478274898194,143,15,14,10,8,10-8,0.4866507753785834,0.49068988801865376,0.4785896314966528,0.4866507753785834,0.49068988801865376,0.4785896314966528,0.8595745031643185,0.8271323145439661,103.22196530084804,103.29925437730621,103.22196530084804,103.29925437730621,106.85430590117204,102.74952853081632,97.1708108815546,97.12937221232026,0.5012263080258254,1,-0.0409275405477002,1300.0,1243.0,1207.2124999999999,1.0768609503297888,1.0296447394307133,0,0.5555555555555556,-7.680552268438985,183,262,66.21003109401441
144,Jacksonville St.,ASun,21-11,104.51469239352264,130,102.20588402010493,179,0.5638720504499664,144,21,11,13,3,13-3,0.3923947388817813,0.4122906864995458,0.3448003818877948,0.3923947388817813,0.4122906864995458,0.3448003818877948,0.8851965416467139,0.8532240974984411,100.97504207555023,103.91668264354853,100.97504207555023,103.91668264354853,106.17575126170335,104.2299812573542,98.68483433853582,98.27739947876022,0.5118921882163899,3,0.00871236170900358,1175.0,1081.0,1063.1499999999999,1.1052062267789118,1.016789728636599,0,0.8125,-5.220777730356898,139,158,65.1046771581035
145,Buffalo,MAC,19-11,105.66285757926155,106,103.73107980092549,216,0.5528503586295108,145,19,11,13,6,13-6,0.41374335315846006,0.48124215803756887,0.3682007341194515,0.41374335315846006,0.48124215803756887,0.3682007341194515,0.8778004613462517,0.8078032564083168,101.88095583924826,104.07061812557819,101.88095583924826,104.07061812557819,105.0654670388301,104.68205429125999,113.23052696191478,104.19194371407752,0.7224598825030283,2,0.018794224393681835,1514.0,1403.0,1371.475,1.1039209610091325,1.0229862009879875,0,0.6842105263157895,-5.439931427134026,142,129,71.07480405706859
146,UC Irvine,BW,15-10,98.19802794177782,254,96.4507690338823,67,0.5514335063738234,146,15,10,10,5,10-5,0.4437670404543303,0.5092801700016063,0.3959367691857027,0.4437670404543303,0.5092801700016063,0.3959367691857027,0.8636861161484175,0.7819192039948494,101.43576525979235,102.02001663267387,101.43576525979235,102.02001663267387,98.1748208732297,96.65334572701369,95.20616450079936,89.79489847892157,0.6621611801037197,2,0.01955225280882289,971.0,905.0,970.3125,1.000708534621578,0.9326892109500805,0,0.6666666666666666,-4.827810092285775,132,127,65.05363576606447
147,Saint Joseph's,A10,11-19,99.93541101579183,225,98.19144009451233,96,0.5504423196796974,147,11,19,5,13,5-13,0.5525829124547381,0.4845689363119425,0.6045508703541311,0.5525829124547381,0.4845689363119425,0.6045508703541311,0.8162391187004593,0.8385619660954514,102.9309384770259,100.39002868912107,102.9309384770259,100.39002868912107,100.28963738248154,97.82742360101727,98.83051210759535,98.37679633026647,0.513225989179159,4,-0.13152060528464493,1191.0,1238.0,1233.25,0.9657409284411109,1.0038516115953782,0,0.2777777777777778,-10.984558470380035,241,353,68.22042296997112
148,Ohio,MAC,25-10,102.6175425181519,169,100.8312103155638,144,0.5503168762458418,148,25,10,14,6,14-6,0.39075277855557666,0.39712534783928066,0.3709921199432532,0.39075277855557666,0.39712534783928066,0.3709921199432532,0.8880395363949476,0.8388555930351941,101.34046849412195,105.20809700591083,101.34046849412195,105.20809700591083,102.68018008220886,100.43441586360778,94.68524553794353,92.13888792279988,0.5777399757489226,2,0.07016275328585675,1494.0,1357.0,1384.8124999999998,1.0788464142257528,0.9799160536173671,0,0.7,-3.5116281582848576,107,42,67.42927097181258
149,Yale,Ivy,19-12,99.39416873776568,232,97.85628140750944,92,0.5447117336606483,149,19,12,11,3,11-3,0.4543870963053584,0.4783107286840397,0.38814916234562763,0.4543870963053584,0.4783107286840397,0.38814916234562763,0.8441755803595585,0.7973232629447988,102.96430436757434,103.84644725365516,102.96430436757434,103.84644725365516,101.4133208782283,96.9066813608553,88.28868832851535,97.90954908493595,0.23335391281887227,5,0.03596022519333619,1030.0,946.0,986.8875000000003,1.0436853238084378,0.9585692391483323,0,0.7857142857142857,-4.870275808495386,134,94,68.84801537970607
150,Gardner Webb,BSth,18-13,97.13306497343316,273,95.72777574675823,51,0.5418005822235362,150,18,13,11,5,11-5,0.37234890893151384,0.4145671098641382,0.32759270372021365,0.37234890893151384,0.4145671098641382,0.32759270372021365,0.8833354925916843,0.8168461374103557,101.35925678120074,104.60252544041118,101.35925678120074,104.60252544041118,98.02614822664708,96.79435593758961,99.33437214830704,105.53452245762486,0.33263653514878233,2,-0.061923544578178946,1084.0,1003.0,1071.5625,1.0116068824730242,0.9360163312919219,0,0.6875,-7.7182084966334585,185,302,67.46635347224532
151,Jacksonville,ASun,21-10,100.50485798821894,214,99.13065009211387,121,0.5394987617797493,151,21,10,11,5,11-5,0.34918471097692205,0.2908977870924385,0.37367644680017875,0.34918471097692205,0.2908977870924385,0.37367644680017875,0.9132538499382521,0.9159818763750512,101.57093418331877,105.72733743875163,101.57093418331877,105.72733743875163,102.69294018002293,101.95389174460274,0,0,0,0,0.014362936505904367,1049.0,992.0,980.6124999999998,1.0697395760302875,1.011612640059147,0,0.6875,-5.632739605483083,146,142,61.42733265681563
152,Missouri,SEC,12-21,102.08868400384156,177,100.79381322209574,142,0.5366333536424764,152,12,21,5,13,5-13,0.6938279620275142,0.5234953772400541,0.807160157101519,0.6938279620275142,0.5234953772400541,0.807160157101519,0.6850648450909409,0.7793461969608517,106.46951628801452,96.63490999325367,106.46951628801452,96.63490999325367,105.41490070782145,99.55057934023031,114.16667699277379,114.19866866456461,0.49919448393395077,16,0.026325299169459082,1160.0,1286.0,1198.625,0.9677755761810408,1.0728960266972574,0,0.2777777777777778,-7.02649962024561,173,112,65.69251024263417
153,Appalachian St.,SB,19-15,100.65955033107629,211,99.55025918248543,126,0.5318159793750171,153,19,15,12,6,12-6,0.4513031967461222,0.4999909232648126,0.42698799073475047,0.4513031967461222,0.4999909232648126,0.42698799073475047,0.8578177562910108,0.7763673468886362,102.60691136110027,102.22116497076983,102.60691136110027,102.22116497076983,101.60987180869388,100.48398299896309,99.35100533062511,99.20970695818453,0.5040916837611948,3,-0.013736192054810026,1184.0,1135.0,1165.3,1.0160473697760233,0.973998112074144,0,0.6666666666666666,-6.9888944811060245,171,206,64.43013769409036
154,Montana St.,BSky,27-8,103.5813249128052,153,102.48012125299446,185,0.5306899787607717,154,27,8,16,4,16-4,0.34865162477703027,0.39695384041058407,0.2931394230125392,0.34865162477703027,0.39695384041058407,0.2931394230125392,0.9075211602986407,0.8824022822486272,101.2822437757113,106.69981296136052,101.2822437757113,106.69981296136052,102.76381056556954,102.16912869809994,108.76368509301379,132.14803064526888,0.09625292104322974,1,0.10699115131158687,1503.0,1373.0,1384.575,1.0855316613401225,0.9916400339454345,0,0.8,-2.833426034452293,96,12,67.05076311169404
155,UC Riverside,BW,16-12,101.17911938623479,198,100.12676379583903,130,0.5300230682532344,155,16,12,10,7,10-7,0.4066669914384359,0.495958085546102,0.34990899783577856,0.4066669914384359,0.495958085546102,0.34990899783577856,0.8735246150905073,0.766572718881481,99.552792362151,101.89549989490432,99.552792362151,101.89549989490432,100.52102531555619,101.34748486976244,107.01898043807951,101.97562554347178,0.635325535692653,3,-0.0397520561722593,1153.0,1119.0,1134.6875,1.016138804736987,0.9861746075461305,0,0.5882352941176471,-6.803010230748475,168,260,65.3686252178322
156,New Mexico,MWC,13-19,105.410849413539,110,104.32822482222969,231,0.5296456209973591,156,13,19,5,12,5-12,0.5819158764040259,0.4775696482567099,0.6660919033446389,0.5819158764040259,0.4775696482567099,0.6660919033446389,0.8000422879118302,0.860873325159854,104.38668895910612,99.42782610166905,104.38668895910612,99.42782610166905,105.4024741699092,104.9109352352448,99.43535747058681,104.89768590415834,0.3509209559892478,4,-0.045441281709066916,1192.0,1286.0,1184.65,1.0062043641581901,1.0855526948887857,0,0.29411764705882354,-9.623924017981345,224,275,71.21111766669394
157,UTEP,CUSA,20-14,100.7796188192215,206,99.78493622429156,127,0.5284859822319868,157,20,14,11,7,11-7,0.4555748639089982,0.4146691438940495,0.48489501492018483,0.4555748639089982,0.4146691438940495,0.48489501492018483,0.8538268607591012,0.8400228317861451,102.13489380887941,102.62658686010742,102.13489380887941,102.62658686010742,100.72391290342281,100.5515522621535,95.93614312397895,100.4806820875543,0.36999202857135566,3,0.02031994690373684,1230.0,1218.0,1217.3374999999996,1.0104017990080814,1.0005442204811734,0,0.6111111111111112,-5.873736236732322,150,124,66.50399096057055
158,UNC Wilmington,CAA,27-9,104.41694142266452,135,103.50067518541712,210,0.5253180038194013,158,27,9,15,3,15-3,0.44415176188634226,0.3147159228644022,0.4831704104733283,0.44415176188634226,0.3147159228644022,0.4831704104733283,0.890795465902888,0.9321112114478293,102.10677767136333,103.5237424806125,102.10677767136333,103.5237424806125,107.18169177861219,105.18313444071791,0,0,0,0,0.17734759111360188,1334.0,1278.0,1226.5625,1.087592356687898,1.041936305732484,0,0.8333333333333334,-3.61255402496675,109,1,65.41408063994939
159,Wagner,NEC,21-6,101.18784650000435,197,100.35509525776337,135,0.5237405800730869,159,21,6,15,3,15-3,0.29906541626198047,0.4490077505215757,0.22184243260428615,0.29906541626198047,0.4490077505215757,0.22184243260428615,0.9159299520306144,0.815985661982056,97.44358953876548,106.23547504776852,97.44358953876548,106.23547504776852,102.33223560330731,104.43091735853605,100.216665577904,90.93902326813622,0.7534635584035427,2,0.07529863200366327,1213.0,1104.0,1126.1875,1.0770852988512125,0.9802985737277319,0,0.8333333333333334,-2.5207840436287583,94,36,66.50345040852004
160,Tulsa,Amer,11-20,103.47466032687811,158,102.63615103661394,188,0.5233754855486895,160,11,20,4,14,4-14,0.5958931243957771,0.4126971169628909,0.6891958749068926,0.5958931243957771,0.4126971169628909,0.6891958749068926,0.789786105832239,0.8917483435116126,103.56149903402944,99.35874766965848,103.56149903402944,99.35874766965848,103.3136840851077,102.15049297106113,119.17012133456784,114.27963306384916,0.6181946643992615,6,-0.07700278048159698,1197.0,1282.0,1227.2749999999999,0.9753315271638386,1.044590658165448,0,0.2222222222222222,-10.6025579000326,235,318,66.44295454129127
161,Mercer,SC,16-17,105.82366039809386,102,105.19054237763436,243,0.5172452635139239,161,16,17,8,10,8-10,0.4888995406821768,0.44955620205489466,0.5168085487893976,0.4888995406821768,0.44955620205489466,0.5168085487893976,0.8539450674395112,0.8455320939778705,104.56749289444205,103.61267052863899,104.56749289444205,103.61267052863899,105.36974863012216,105.62165738139271,100.91063345561922,100.55109843259517,0.5102602035138051,3,-0.03488690012516871,1245.0,1288.0,1172.925,1.0614489417481936,1.0981094272864846,0,0.4444444444444444,-9.671955983862468,225,252,64.9116763705568
162,Coastal Carolina,SB,19-14,101.11602852630095,200,100.56935031889495,138,0.515580651909207,162,19,14,8,8,8-8,0.40331422431746616,0.37000357486251834,0.41928086709920526,0.40331422431746616,0.37000357486251834,0.41928086709920526,0.9087697999015347,0.909538503364412,100.52286218313942,102.24615055402597,100.52286218313942,102.24615055402597,101.81753332857642,101.52782259269912,0,0,0,0,-0.0426708775880843,1108.0,1051.0,1077.4625,1.028342053667761,0.9754399805097624,0,0.5,-8.765024400791898,201,266,66.59616441167
163,South Alabama,SB,21-12,101.74296553296415,185,101.23233728451675,151,0.5144613639579361,163,21,12,9,7,9-7,0.3754117855439904,0.3344697028064421,0.4358367050080891,0.3754117855439904,0.3344697028064421,0.4358367050080891,0.9048315564988407,0.8865118470536922,99.77257624671255,102.67847470017597,99.77257624671255,102.67847470017597,102.48387709957883,102.44778106854761,90.02294418691258,78.15302657483637,0.835628026311751,1,0.0013475825880637782,1095.0,1027.0,1051.7875000000001,1.0410848198899492,0.976432977193587,0,0.5625,-6.246462011417594,156,173,66.49298755725331
164,Portland,WCC,19-15,103.34663508050534,159,102.83860588394262,193,0.5141639247741474,164,19,15,7,7,7-7,0.44949945877482317,0.3345021723679612,0.5673719476517387,0.44949945877482317,0.3345021723679612,0.5673719476517387,0.8411204254373925,0.9070427303829628,102.18113852539041,102.61664018387289,102.18113852539041,102.61664018387289,104.6906028800417,100.48280827272774,111.57863079393427,110.23279107687969,0.5348320128881995,5,0.008236483705824305,1017.0,1037.0,1002.6249999999998,1.014337364418402,1.0342850018700913,0,0.5,-6.648843280749242,164,160,68.71814797383665
165,North Dakota St.,Sum,23-10,101.54864852092257,189,101.0661461956528,147,0.5136895246970848,165,23,10,13,5,13-5,0.3702613445138167,0.3926477178855389,0.33759781242579057,0.3702613445138167,0.3926477178855389,0.33759781242579057,0.8866981395889383,0.8347713375575035,102.60880463552284,107.18060767318816,102.60880463552284,107.18060767318816,102.71998949232413,102.08535115703968,92.92940593419229,116.14721829552073,0.07144435734554505,2,0.06516807099712618,1391.0,1286.0,1265.5000000000002,1.099170288423548,1.0161991307783482,0,0.7222222222222222,-4.479176112794394,124,46,66.24648733622884
166,East Tennessee St.,SC,15-17,107.65067830128184,75,107.1398803107015,271,0.5136708147996096,166,15,17,7,11,7-11,0.5064905632920272,0.5050369365193882,0.5171969873865557,0.5064905632920272,0.5050369365193882,0.5171969873865557,0.8404692036601736,0.8047894116676619,105.00141040057223,103.03044317875202,105.00141040057223,103.03044317875202,109.53821189203606,109.58090215323251,101.42434761592268,94.42760923242881,0.694664170970174,4,-0.0323815159209041,1308.0,1344.0,1183.7375,1.1049747093422317,1.1353868573057795,0,0.3888888888888889,-9.410892568578756,216,246,65.4603146865943
